time,acc_x,acc_y,acc_z
2173362.459,-1.548,-9.445,0.52
2173362.479,-1.337,-9.062,-0.779
2173362.498,-1.389,-9.335,-1.576
2173362.518,-1.697,-9.823,-1.258
2173362.538,-1.63,-10.067,-0.39
2173362.558,-1.274,-9.851,0.378
2173362.577,-0.832,-9.808,0.691
2173362.597,-0.649,-9.962,0.582
2173362.617,-0.957,-9.775,0.198
2173362.637,-1.513,-9.621,0.198
2173362.657,-1.571,-9.751,0.406
2173362.676,-1.316,-9.827,0.468
2173362.696,-1.057,-9.794,0.449
2173362.716,-0.889,-9.856,0.444
2173362.736,-0.831,-9.88,0.444
2173362.755,-0.946,-9.722,0.226
2173362.775,-1.167,-9.655,0.108
2173362.795,-1.398,-9.746,0.174
2173362.815,-1.561,-9.77,0.193
2173362.834,-1.58,-9.736,0.24
2173362.854,-1.556,-9.765,0.24
2173362.874,-1.47,-9.741,0.146
2173362.894,-1.398,-9.717,0.098
2173362.914,-1.412,-9.756,0.165
2173362.933,-1.45,-9.746,0.255
2173362.953,-1.436,-9.746,0.335
2173362.973,-1.374,-9.78,0.411
2173362.993,-1.263,-9.751,0.383
2173363.012,-1.253,-9.732,0.335
2173363.032,-1.34,-9.741,0.292
2173363.052,-1.398,-9.679,0.269
2173363.072,-1.436,-9.693,0.331
2173363.091,-1.465,-9.77,0.335
2173363.111,-1.489,-9.741,0.311
2173363.131,-1.489,-9.732,0.373
2173363.151,-1.47,-9.746,0.364
2173363.17,-1.474,-9.727,0.373
2173363.19,-1.45,-9.655,0.373
2173363.21,-1.403,-9.669,0.302
2173363.23,-1.355,-9.751,0.264
2173363.25,-1.344,-9.756,0.283
2173363.269,-1.374,-9.746,0.326
2173363.289,-1.417,-9.736,0.34
2173363.309,-1.407,-9.746,0.34
2173363.329,-1.379,-9.756,0.316
2173363.348,-1.316,-9.76,0.283
2173363.368,-1.373,-9.722,0.235
2173363.388,-1.431,-9.717,0.269
2173363.408,-1.446,-9.775,0.302
2173363.427,-1.446,-9.77,0.292
2173363.447,-1.407,-9.712,0.316
2173363.467,-1.388,-9.727,0.344
2173363.487,-1.354,-9.775,0.307
2173363.507,-1.388,-9.717,0.268
2173363.526,-1.479,-9.703,0.259
2173363.546,-1.441,-9.732,0.307
2173363.566,-1.378,-9.736,0.311
2173363.586,-1.402,-9.741,0.259
2173363.605,-1.47,-9.756,0.278
2173363.625,-1.502,-9.731,0.301
2173363.645,-1.478,-9.726,0.235
2173363.665,-1.497,-9.741,0.249
2173363.684,-1.478,-9.736,0.249
2173363.704,-1.449,-9.726,0.197
2173363.724,-1.439,-9.717,0.14
2173363.744,-1.463,-9.702,0.15
2173363.763,-1.482,-9.731,0.192
2173363.783,-1.497,-9.736,0.169
2173363.803,-1.521,-9.726,0.164
2173363.823,-1.487,-9.726,0.197
2173363.843,-1.473,-9.75,0.197
2173363.862,-1.473,-9.774,0.15
2173363.882,-1.449,-9.702,0.054
2173363.902,-1.492,-9.669,0.088
2173363.922,-1.492,-9.731,0.135
2173363.941,-1.473,-9.769,0.107
2173363.961,-1.497,-9.745,0.14
2173363.981,-1.482,-9.731,0.22
2173364.001,-1.41,-9.745,0.22
2173364.02,-1.347,-9.726,0.207
2173364.04,-1.309,-9.755,0.249
2173364.06,-1.256,-9.779,0.282
2173364.08,-1.189,-9.741,0.268
2173364.1,-1.194,-9.75,0.264
2173364.119,-1.232,-9.76,0.287
2173364.139,-1.232,-9.745,0.211
2173364.159,-1.275,-9.774,0.192
2173364.179,-1.337,-9.779,0.163
2173364.198,-1.4,-9.75,0.031
2173364.218,-1.539,-9.721,-0.026
2173364.238,-1.625,-9.741,-0.026
2173364.258,-1.625,-9.765,-0.102
2173364.277,-1.611,-9.736,-0.131
2173364.297,-1.611,-9.697,-0.135
2173364.317,-1.693,-9.693,-0.097
2173364.337,-1.712,-9.731,-0.059
2173364.356,-1.63,-9.745,-0.059
2173364.376,-1.625,-9.707,-0.031
2173364.396,-1.597,-9.726,0.059
2173364.416,-1.457,-9.741,0.045
2173364.436,-1.332,-9.764,-0.026
2173364.455,-1.361,-9.645,-0.007
2173364.475,-1.467,-9.664,0.087
2173364.495,-1.433,-9.721,0.092
2173364.515,-1.356,-9.754,0.04
2173364.534,-1.337,-9.826,0.111
2173364.554,-1.318,-9.845,0.173
2173364.574,-1.207,-9.573,0.149
2173364.594,-1.116,-9.63,0.059
2173364.613,-1.275,-9.846,0.064
2173364.633,-1.443,-9.898,0.126
2173364.653,-1.534,-9.779,0.192
2173364.673,-1.597,-9.602,0.192
2173364.693,-1.563,-9.736,0.078
2173364.712,-1.337,-9.693,0.012
2173364.732,-1.313,-9.487,-0.04
2173364.752,-1.534,-9.76,-0.05
2173364.772,-1.755,-9.808,0.012
2173364.791,-1.664,-9.568,0.258
2173364.811,-1.688,-9.487,0.192
2173364.831,-1.438,-9.114,-0.093
2173364.851,-1.159,-9.645,-0.069
2173364.87,-1.188,-9.941,-0.14
2173364.89,-1.433,-9.075,-0.192
2173364.91,-1.664,-9.999,-0.311
2173364.93,-1.606,-11.085,-0.292
2173364.949,-1.495,-10.559,-0.429
2173364.969,-1.904,-10.707,-0.33
2173364.989,-2.039,-11.143,-0.372
2173365.009,-1.87,-11.645,-0.334
2173365.029,-1.558,-12.176,-1.084
2173365.048,-1.26,-13.248,-2.478
2173365.068,-1.346,-13.421,-1.577
2173365.088,-1.928,-14.143,-0.932
2173365.108,-1.443,-12.554,-0.97
2173365.127,-1.524,-10.707,-0.15
2173365.147,-3.345,-10.635,0.178
2173365.167,-3.052,-10.023,0.458
2173365.187,4.612,-10.563,-4.527
2173365.206,6.361,-13.698,0.917
2173365.226,1.892,-11.028,-0.567
2173365.246,-1.74,-10.755,-1.25
2173365.266,-2.461,-9.563,2.079
2173365.286,-0.102,-13.727,-5.674
2173365.305,1.546,-14.904,-1.364
2173365.325,1.965,-14.32,-7.277
2173365.345,1.037,-15.474,-3.602
2173365.365,1.946,-11.602,10.947
2173365.384,3.555,-9.271,14.291
2173365.404,4.502,-10.731,7.476
2173365.424,5.151,-12.028,-0.069
2173365.444,5.126,-12.874,-0.78
2173365.463,5.141,-12.889,0.135
2173365.483,4.516,-13.636,-0.719
2173365.503,3.522,-14.397,-1.25
2173365.523,3.134,-14.406,-0.226
2173365.542,3.394,-14.013,-0.24
2173365.562,3.293,-13.889,-0.776
2173365.582,2.846,-11.888,-1.075
2173365.602,2.351,-7.931,-4.286
2173365.622,0.669,-8.849,-2.057
2173365.641,-0.705,-11.013,0.713
2173365.661,-0.186,-9.433,0.272
2173365.681,1.063,-4.935,-1.677
2173365.701,0.698,-2.59,2.942
2173365.72,-1.527,-2.906,27.882
2173365.74,-0.643,-6.955,12.232
2173365.76,1.332,-5.945,-0.055
2173365.78,0.635,-1.643,5.024
2173365.799,-1.2,-1.633,6.636
2173365.819,-3.123,-1.135,6.034
2173365.839,-0.34,0.338,7.831
2173365.859,0.683,1.267,9.406
2173365.879,-0.181,1.076,9.629
2173365.898,0.159,-0.116,9.728
2173365.918,0.328,-0.638,11.241
2173365.938,0.284,-0.102,10.62
2173365.958,-0.413,0.698,9.515
2173365.977,-1.066,0.186,9.434
2173365.997,-1.724,-0.69,9.226
2173366.017,-2.046,1.234,8.149
2173366.037,-1.859,3.181,8.097
2173366.056,-1.868,3.205,8.149
2173366.076,-2.172,2.219,7.609
2173366.096,-2.325,2.99,7.741
2173366.116,-1.768,3.143,8.557
2173366.135,-0.879,2.588,8.879
2173366.155,-0.278,3.186,10.895
2173366.175,-0.139,4.177,9.718
2173366.195,-0.72,4.009,8.808
2173366.215,-0.475,4.124,9.302
2173366.234,-0.253,3.813,9.287
2173366.254,-0.238,3.813,8.96
2173366.274,0.464,5.378,8.755
2173366.294,0.55,6.187,8.414
2173366.313,-0.013,5.976,7.921
2173366.333,0.372,5.603,8.253
2173366.353,0.276,4.291,8.632
2173366.373,-0.579,3.641,8.537
2173366.392,-0.723,4.096,8.424
2173366.412,-0.732,4.374,8.566
2173366.432,-0.883,4.062,8.604
2173366.452,-0.758,4.056,8.772
2173366.472,-0.598,4.593,8.523
2173366.491,-0.449,4.895,8.437
2173366.511,-0.626,4.612,8.561
2173366.531,-0.833,4.311,8.661
2173366.551,-1.025,4.148,8.684
2173366.57,-0.949,4.263,8.741
2173366.59,-0.699,4.397,8.817
2173366.61,-0.819,4.517,8.755
2173366.63,-0.867,4.612,8.869
2173366.649,-1.016,4.598,8.993
2173366.669,-0.953,4.541,9.277
2173366.689,-0.814,4.55,9.68
2173366.709,-0.675,4.66,9.856
2173366.729,-0.669,4.771,9.799
2173366.748,-0.761,4.962,9.557
2173366.768,-0.785,5.335,9.05
2173366.788,-0.756,5.105,8.879
2173366.808,-0.453,4.215,9.599
2173366.827,-0.295,3.388,9.699
2173366.847,0.027,3.302,9.291
2173366.867,0.695,3.579,9.239
2173366.887,0.858,3.435,9.424
2173366.906,0.786,2.818,9.453
2173366.926,1.065,2.775,9.661
2173366.946,1.08,2.799,9.623
2173366.966,0.873,2.995,9.173
2173366.985,0.532,3.67,8.651
2173367.005,0.527,2.852,8.912
2173367.025,0.719,2.086,9.239
2173367.045,1.387,2.316,10.059
2173367.065,1.325,2.473,10.448
2173367.084,0.027,2.421,9.979
2173367.104,0.839,2.225,8.603
2173367.124,2.113,2.024,8.229
2173367.144,1.055,2.909,8.836
2173367.163,0.022,3.158,9.391
2173367.183,-0.242,2.249,9.823
2173367.203,0.114,2.263,9.571
2173367.223,0.561,2.651,9.448
2173367.242,1.094,2.488,10.116
2173367.262,0.935,2.273,10.093
2173367.282,1.589,2.488,9.386
2173367.302,0.998,2.847,8.537
2173367.321,1.031,3.091,9.296
2173367.341,0.537,3.005,9.656
2173367.361,-0.415,3.364,9.13
2173367.381,-0.314,4.187,8.95
2173367.401,0.027,4.374,8.646
2173367.42,0.195,3.866,8.243
2173367.44,0.537,3.79,8.556
2173367.46,0.527,3.823,9.149
2173367.48,0.316,3.933,9.476
2173367.499,0.354,3.985,9.357
2173367.519,0.387,3.909,8.888
2173367.539,0.354,3.933,8.58
2173367.559,0.277,3.957,8.561
2173367.578,0.364,3.976,8.309
2173367.598,0.306,3.842,8.741
2173367.618,0.33,3.985,9.998
2173367.638,0.2,4.306,10.553
2173367.657,0.003,4.225,9.272
